Rule,Antecedents,Consequents,Support,Confidence,Lift
Oh My Yog! Gingered Pear Trilayer Yogurt => Oh My Yog! Madagascar Vanilla Trilayer Yogyurt,Oh My Yog! Gingered Pear Trilayer Yogurt,Oh My Yog! Madagascar Vanilla Trilayer Yogyurt,0.0003027605435229578,0.4281150159744409,513.4990172904924
Oh My Yog! Madagascar Vanilla Trilayer Yogyurt => Oh My Yog! Gingered Pear Trilayer Yogurt,Oh My Yog! Madagascar Vanilla Trilayer Yogyurt,Oh My Yog! Gingered Pear Trilayer Yogurt,0.0003027605435229578,0.36314363143631434,513.4990172904924
Greek Whole Milk Blended Blueberry Yogurt => Organic Greek Whole Milk Blended Strawberry Yogurt,Greek Whole Milk Blended Blueberry Yogurt,Organic Greek Whole Milk Blended Strawberry Yogurt,0.00031405757872903834,0.5225563909774437,502.78331153971897
Organic Greek Whole Milk Blended Strawberry Yogurt => Greek Whole Milk Blended Blueberry Yogurt,Organic Greek Whole Milk Blended Strawberry Yogurt,Greek Whole Milk Blended Blueberry Yogurt,0.00031405757872903834,0.30217391304347824,502.78331153971885
Coconut  Chocolate Bar => Chocolate Sea Salt,Coconut  Chocolate Bar,Chocolate Sea Salt,0.00038861801108916976,0.46236559139784944,402.8351113368893
Chocolate Sea Salt => Coconut  Chocolate Bar,Chocolate Sea Salt,Coconut  Chocolate Bar,0.00038861801108916976,0.33858267716535434,402.8351113368893
Yotoddler Organic Pear Spinach Mango Yogurt => Organic Whole Milk Strawberry Beet Berry Yogurt Pouch,Yotoddler Organic Pear Spinach Mango Yogurt,Organic Whole Milk Strawberry Beet Berry Yogurt Pouch,0.0006461904137878055,0.49825783972125437,388.93462136435426
Organic Whole Milk Strawberry Beet Berry Yogurt Pouch => Yotoddler Organic Pear Spinach Mango Yogurt,Organic Whole Milk Strawberry Beet Berry Yogurt Pouch,Yotoddler Organic Pear Spinach Mango Yogurt,0.0006461904137878055,0.5044091710758377,388.9346213643542
YoKids Squeeze Organic Blueberry Blue Yogurt => YoKids Squeeze! Organic Strawberry Flavor Yogurt,YoKids Squeeze Organic Blueberry Blue Yogurt,YoKids Squeeze! Organic Strawberry Flavor Yogurt,0.0003524674984297121,0.5114754098360655,361.04616832692756
YoKids Squeeze! Organic Strawberry Flavor Yogurt => YoKids Squeeze Organic Blueberry Blue Yogurt,YoKids Squeeze! Organic Strawberry Flavor Yogurt,YoKids Squeeze Organic Blueberry Blue Yogurt,0.0003524674984297121,0.24880382775119617,361.04616832692756
Almond Milk Blueberry Yogurt => Almond Milk Strawberry Yogurt,Almond Milk Blueberry Yogurt,Almond Milk Strawberry Yogurt,0.0008698717108681997,0.6091772151898734,358.53481433476975
Almond Milk Strawberry Yogurt => Almond Milk Blueberry Yogurt,Almond Milk Strawberry Yogurt,Almond Milk Blueberry Yogurt,0.0008698717108681997,0.511968085106383,358.53481433476975
Almond Milk Blueberry Yogurt => Almond Milk Peach Yogurt,Almond Milk Blueberry Yogurt,Almond Milk Peach Yogurt,0.0007727172080959073,0.5411392405063291,350.15348101265823
Almond Milk Peach Yogurt => Almond Milk Blueberry Yogurt,Almond Milk Peach Yogurt,Almond Milk Blueberry Yogurt,0.0007727172080959073,0.5,350.15348101265823
Acai Berry Chia Bar => Coconut Chia Bar,Acai Berry Chia Bar,Coconut Chia Bar,0.00036150512659457654,0.47058823529411764,342.00251134936735
Coconut Chia Bar => Acai Berry Chia Bar,Coconut Chia Bar,Acai Berry Chia Bar,0.00036150512659457654,0.2627257799671593,342.00251134936735
"Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods => Organic Stage 4 Spinach Mango & Pear Baby Food","Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods",Organic Stage 4 Spinach Mango & Pear Baby Food,0.0003027605435229578,0.36813186813186816,335.25299597521825
"Organic Stage 4 Spinach Mango & Pear Baby Food => Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods",Organic Stage 4 Spinach Mango & Pear Baby Food,"Sweeet Potato, Apple, Carrot & Cinnamon Organic Superfoods",0.0003027605435229578,0.2757201646090535,335.2529959752182
Almond Milk Peach Yogurt => Almond Milk Strawberry Yogurt,Almond Milk Peach Yogurt,Almond Milk Strawberry Yogurt,0.0007930518714668523,0.5131578947368421,302.0220814669653
Almond Milk Strawberry Yogurt => Almond Milk Peach Yogurt,Almond Milk Strawberry Yogurt,Almond Milk Peach Yogurt,0.0007930518714668523,0.46675531914893614,302.0220814669653
Organic Stage 4 Green Bean Pear & Pea Baby Food => Organic Stage 4 Spinach Mango & Pear Baby Food,Organic Stage 4 Green Bean Pear & Pea Baby Food,Organic Stage 4 Spinach Mango & Pear Baby Food,0.00031405757872903834,0.32400932400932403,295.0711579230098
Organic Stage 4 Spinach Mango & Pear Baby Food => Organic Stage 4 Green Bean Pear & Pea Baby Food,Organic Stage 4 Spinach Mango & Pear Baby Food,Organic Stage 4 Green Bean Pear & Pea Baby Food,0.00031405757872903834,0.28600823045267487,295.07115792300976
Coconut Chia Bar => Chocolate Peanut Butter,Coconut Chia Bar,Chocolate Peanut Butter,0.0005829270166337546,0.4236453201970443,292.51618852931455
Chocolate Peanut Butter => Coconut Chia Bar,Chocolate Peanut Butter,Coconut Chia Bar,0.0005829270166337546,0.40249609984399376,292.51618852931455
Acai Berry Chia Bar => Chocolate Peanut Butter,Acai Berry Chia Bar,Chocolate Peanut Butter,0.00032535461393511886,0.4235294117647059,292.4361567403873
Chocolate Peanut Butter => Acai Berry Chia Bar,Chocolate Peanut Butter,Acai Berry Chia Bar,0.00032535461393511886,0.22464898595943839,292.4361567403873
Blueberry Whole Milk Yogurt Pouch => Yotoddler Organic Pear Spinach Mango Yogurt,Blueberry Whole Milk Yogurt Pouch,Yotoddler Organic Pear Spinach Mango Yogurt,0.00033439224209998327,0.3325842696629214,256.44564851427003
Yotoddler Organic Pear Spinach Mango Yogurt => Blueberry Whole Milk Yogurt Pouch,Yotoddler Organic Pear Spinach Mango Yogurt,Blueberry Whole Milk Yogurt Pouch,0.00033439224209998327,0.2578397212543554,256.44564851427003
Almond Milk Blueberry Yogurt => Vanilla Almond Milk Yogurt,Almond Milk Blueberry Yogurt,Vanilla Almond Milk Yogurt,0.0004902913279438944,0.34335443037974683,234.51637462884827
Vanilla Almond Milk Yogurt => Almond Milk Blueberry Yogurt,Vanilla Almond Milk Yogurt,Almond Milk Blueberry Yogurt,0.0004902913279438944,0.33487654320987653,234.51637462884824
Blueberry Whole Milk Yogurt Pouch => Organic Whole Milk Strawberry Beet Berry Yogurt Pouch,Blueberry Whole Milk Yogurt Pouch,Organic Whole Milk Strawberry Beet Berry Yogurt Pouch,0.0003005011364817417,0.298876404494382,233.2996532112637
Organic Whole Milk Strawberry Beet Berry Yogurt Pouch => Blueberry Whole Milk Yogurt Pouch,Organic Whole Milk Strawberry Beet Berry Yogurt Pouch,Blueberry Whole Milk Yogurt Pouch,0.0003005011364817417,0.2345679012345679,233.2996532112637
Broccoli & Apple Stage 2 Baby Food => Spinach Peas & Pear Stage 2 Baby Food,Broccoli & Apple Stage 2 Baby Food,Spinach Peas & Pear Stage 2 Baby Food,0.0005038477701911911,0.3766891891891892,226.52224864130437
Spinach Peas & Pear Stage 2 Baby Food => Broccoli & Apple Stage 2 Baby Food,Spinach Peas & Pear Stage 2 Baby Food,Broccoli & Apple Stage 2 Baby Food,0.0005038477701911911,0.3029891304347826,226.52224864130434
Organic Greek Lowfat Yogurt With Blueberries => Organic Greek Lowfat Yogurt With Strawberries,Organic Greek Lowfat Yogurt With Blueberries,Organic Greek Lowfat Yogurt With Strawberries,0.00045414081528443676,0.35765124555160144,226.45821941869167
Organic Greek Lowfat Yogurt With Strawberries => Organic Greek Lowfat Yogurt With Blueberries,Organic Greek Lowfat Yogurt With Strawberries,Organic Greek Lowfat Yogurt With Blueberries,0.00045414081528443676,0.2875536480686695,226.45821941869167
Organic Raspberry Lowfat Yogurt => Lowfat Blueberry Yogurt,Organic Raspberry Lowfat Yogurt,Lowfat Blueberry Yogurt,0.00036828334771822483,0.2703150912106136,225.73554241371758
Lowfat Blueberry Yogurt => Organic Raspberry Lowfat Yogurt,Lowfat Blueberry Yogurt,Organic Raspberry Lowfat Yogurt,0.00036828334771822483,0.30754716981132074,225.73554241371755
Lowfat Blueberry Yogurt => Organic Peach Lowfat Yogurt,Lowfat Blueberry Yogurt,Organic Peach Lowfat Yogurt,0.00032309520689390275,0.269811320754717,225.31485226059095
Organic Peach Lowfat Yogurt => Lowfat Blueberry Yogurt,Organic Peach Lowfat Yogurt,Lowfat Blueberry Yogurt,0.00032309520689390275,0.269811320754717,225.31485226059095
Organic Greek Lowfat Yogurt With Cherries => Organic Greek Lowfat Yogurt With Strawberries,Organic Greek Lowfat Yogurt With Cherries,Organic Greek Lowfat Yogurt With Strawberries,0.00030953876464660617,0.33496332518337407,212.09264369987162
Organic Greek Lowfat Yogurt With Strawberries => Organic Greek Lowfat Yogurt With Cherries,Organic Greek Lowfat Yogurt With Strawberries,Organic Greek Lowfat Yogurt With Cherries,0.00030953876464660617,0.19599427753934193,212.09264369987162
"Lowfat Blueberry Yogurt => Yogurt, Lowfat, Strawberry",Lowfat Blueberry Yogurt,"Yogurt, Lowfat, Strawberry",0.0005897052377574029,0.49245283018867925,211.8140601793278
"Yogurt, Lowfat, Strawberry => Lowfat Blueberry Yogurt","Yogurt, Lowfat, Strawberry",Lowfat Blueberry Yogurt,0.0005897052377574029,0.2536443148688047,211.8140601793278
Vanilla Almond Milk Yogurt => Almond Milk Peach Yogurt,Vanilla Almond Milk Yogurt,Almond Milk Peach Yogurt,0.00046995666457294946,0.32098765432098764,207.70059923471229
Almond Milk Peach Yogurt => Vanilla Almond Milk Yogurt,Almond Milk Peach Yogurt,Vanilla Almond Milk Yogurt,0.00046995666457294946,0.30409356725146197,207.70059923471229
Organic Greek Nonfat Yogurt With Mixed Berries => Organic Nonfat Greek Yogurt With Peaches,Organic Greek Nonfat Yogurt With Mixed Berries,Organic Nonfat Greek Yogurt With Peaches,0.0005829270166337546,0.3233082706766917,204.42042964554244
Organic Nonfat Greek Yogurt With Peaches => Organic Greek Nonfat Yogurt With Mixed Berries,Organic Nonfat Greek Yogurt With Peaches,Organic Greek Nonfat Yogurt With Mixed Berries,0.0005829270166337546,0.36857142857142855,204.4204296455424
Cherry Pie Fruit & Nut Bar => Apple Pie Fruit & Nut Food Bar,Cherry Pie Fruit & Nut Bar,Apple Pie Fruit & Nut Food Bar,0.00045865962936686894,0.33665008291873966,204.38862386740283
Apple Pie Fruit & Nut Food Bar => Cherry Pie Fruit & Nut Bar,Apple Pie Fruit & Nut Food Bar,Cherry Pie Fruit & Nut Bar,0.00045865962936686894,0.2784636488340192,204.3886238674028
Almond Milk Strawberry Yogurt => Vanilla Almond Milk Yogurt,Almond Milk Strawberry Yogurt,Vanilla Almond Milk Yogurt,0.0005083665842736232,0.2992021276595745,204.35967050827426
Vanilla Almond Milk Yogurt => Almond Milk Strawberry Yogurt,Vanilla Almond Milk Yogurt,Almond Milk Strawberry Yogurt,0.0005083665842736232,0.3472222222222222,204.3596705082742
Organic Peach Lowfat Yogurt => Organic Raspberry Lowfat Yogurt,Organic Peach Lowfat Yogurt,Organic Raspberry Lowfat Yogurt,0.00032309520689390275,0.269811320754717,198.03792984761725
Organic Raspberry Lowfat Yogurt => Organic Peach Lowfat Yogurt,Organic Raspberry Lowfat Yogurt,Organic Peach Lowfat Yogurt,0.00032309520689390275,0.23714759535655058,198.03792984761725
"Peach,  Apricot & Banana Stage 2 Baby Food => Baby Food Stage 2 Blueberry Pear & Purple Carrot","Peach,  Apricot & Banana Stage 2 Baby Food",Baby Food Stage 2 Blueberry Pear & Purple Carrot,0.00039765563925403416,0.36363636363636365,195.08275482093666
"Baby Food Stage 2 Blueberry Pear & Purple Carrot => Peach,  Apricot & Banana Stage 2 Baby Food",Baby Food Stage 2 Blueberry Pear & Purple Carrot,"Peach,  Apricot & Banana Stage 2 Baby Food",0.00039765563925403416,0.21333333333333335,195.08275482093666
Mixed Berries Whole Milk Icelandic Style Skyr Yogurt => Strawberry Rhubarb Yogurt,Mixed Berries Whole Milk Icelandic Style Skyr Yogurt,Strawberry Rhubarb Yogurt,0.000700416182776992,0.3803680981595092,190.22444975910716
Strawberry Rhubarb Yogurt => Mixed Berries Whole Milk Icelandic Style Skyr Yogurt,Strawberry Rhubarb Yogurt,Mixed Berries Whole Milk Icelandic Style Skyr Yogurt,0.000700416182776992,0.3502824858757062,190.22444975910713
Vitamin Water Zero Squeezed Lemonade => Vitamin Water Zero Rise Orange,Vitamin Water Zero Squeezed Lemonade,Vitamin Water Zero Rise Orange,0.0004021744533364664,0.2528409090909091,188.07709129106192
Vitamin Water Zero Rise Orange => Vitamin Water Zero Squeezed Lemonade,Vitamin Water Zero Rise Orange,Vitamin Water Zero Squeezed Lemonade,0.0004021744533364664,0.2991596638655462,188.0770912910619
Raspberry on the Bottom Nonfat Greek Yogurt => Non Fat Black Cherry on the Bottom Greek Yogurt,Raspberry on the Bottom Nonfat Greek Yogurt,Non Fat Black Cherry on the Bottom Greek Yogurt,0.0003027605435229578,0.24363636363636362,187.2083207070707
Non Fat Black Cherry on the Bottom Greek Yogurt => Raspberry on the Bottom Nonfat Greek Yogurt,Non Fat Black Cherry on the Bottom Greek Yogurt,Raspberry on the Bottom Nonfat Greek Yogurt,0.0003027605435229578,0.2326388888888889,187.2083207070707
Apple Pie Fruit & Nut Food Bar => Blueberry Muffin Bar,Apple Pie Fruit & Nut Food Bar,Blueberry Muffin Bar,0.0004225091167074113,0.25651577503429357,183.412508781144
Blueberry Muffin Bar => Apple Pie Fruit & Nut Food Bar,Blueberry Muffin Bar,Apple Pie Fruit & Nut Food Bar,0.0004225091167074113,0.30210016155088854,183.41250878114397
Cherry Pie Fruit & Nut Bar => Blueberry Muffin Bar,Cherry Pie Fruit & Nut Bar,Blueberry Muffin Bar,0.0003456892773060638,0.2537313432835821,181.42159959491718
Blueberry Muffin Bar => Cherry Pie Fruit & Nut Bar,Blueberry Muffin Bar,Cherry Pie Fruit & Nut Bar,0.0003456892773060638,0.24717285945072698,181.42159959491718
Raspberry on the Bottom Nonfat Greek Yogurt => Peach on the Bottom Nonfat Greek Yogurt,Raspberry on the Bottom Nonfat Greek Yogurt,Peach on the Bottom Nonfat Greek Yogurt,0.00046091903640808505,0.3709090909090909,180.19993214250076
Peach on the Bottom Nonfat Greek Yogurt => Raspberry on the Bottom Nonfat Greek Yogurt,Peach on the Bottom Nonfat Greek Yogurt,Raspberry on the Bottom Nonfat Greek Yogurt,0.00046091903640808505,0.2239297475301866,180.19993214250073
Non Fat Black Cherry on the Bottom Greek Yogurt => Peach on the Bottom Nonfat Greek Yogurt,Non Fat Black Cherry on the Bottom Greek Yogurt,Peach on the Bottom Nonfat Greek Yogurt,0.00047221607161416557,0.3628472222222222,176.28320908037566
Peach on the Bottom Nonfat Greek Yogurt => Non Fat Black Cherry on the Bottom Greek Yogurt,Peach on the Bottom Nonfat Greek Yogurt,Non Fat Black Cherry on the Bottom Greek Yogurt,0.00047221607161416557,0.22941822173435786,176.28320908037566
"Organic Peach Lowfat Yogurt => Yogurt, Lowfat, Strawberry",Organic Peach Lowfat Yogurt,"Yogurt, Lowfat, Strawberry",0.00047221607161416557,0.39433962264150946,169.61355776812076
"Yogurt, Lowfat, Strawberry => Organic Peach Lowfat Yogurt","Yogurt, Lowfat, Strawberry",Organic Peach Lowfat Yogurt,0.00047221607161416557,0.2031098153547133,169.61355776812073
Blueberry on the Bottom Nonfat Greek Yogurt => Peach on the Bottom Nonfat Greek Yogurt,Blueberry on the Bottom Nonfat Greek Yogurt,Peach on the Bottom Nonfat Greek Yogurt,0.0005287012476445682,0.3482142857142857,169.174043437353
Peach on the Bottom Nonfat Greek Yogurt => Blueberry on the Bottom Nonfat Greek Yogurt,Peach on the Bottom Nonfat Greek Yogurt,Blueberry on the Bottom Nonfat Greek Yogurt,0.0005287012476445682,0.25686059275521406,169.174043437353
Peach on the Bottom Nonfat Greek Yogurt => Strawberry on the Bottom Nonfat Greek Yogurt,Peach on the Bottom Nonfat Greek Yogurt,Strawberry on the Bottom Nonfat Greek Yogurt,0.0007184914391067208,0.34906695938529086,167.56501282231392
Strawberry on the Bottom Nonfat Greek Yogurt => Peach on the Bottom Nonfat Greek Yogurt,Strawberry on the Bottom Nonfat Greek Yogurt,Peach on the Bottom Nonfat Greek Yogurt,0.0007184914391067208,0.34490238611713664,167.56501282231392
Spinach Peas & Pear Stage 2 Baby Food => Baby Food Stage 2 Blueberry Pear & Purple Carrot,Spinach Peas & Pear Stage 2 Baby Food,Baby Food Stage 2 Blueberry Pear & Purple Carrot,0.0005174042124384877,0.3111413043478261,166.92033267457182
Baby Food Stage 2 Blueberry Pear & Purple Carrot => Spinach Peas & Pear Stage 2 Baby Food,Baby Food Stage 2 Blueberry Pear & Purple Carrot,Spinach Peas & Pear Stage 2 Baby Food,0.0005174042124384877,0.2775757575757576,166.92033267457182
"Organic Raspberry Lowfat Yogurt => Yogurt, Lowfat, Strawberry",Organic Raspberry Lowfat Yogurt,"Yogurt, Lowfat, Strawberry",0.0005287012476445682,0.3880597014925373,166.91243490999813
"Yogurt, Lowfat, Strawberry => Organic Raspberry Lowfat Yogurt","Yogurt, Lowfat, Strawberry",Organic Raspberry Lowfat Yogurt,0.0005287012476445682,0.22740524781341107,166.9124349099981
Blueberry on the Bottom Nonfat Greek Yogurt => Strawberry on the Bottom Nonfat Greek Yogurt,Blueberry on the Bottom Nonfat Greek Yogurt,Strawberry on the Bottom Nonfat Greek Yogurt,0.0005219230265209199,0.34375,165.0126762472885
Strawberry on the Bottom Nonfat Greek Yogurt => Blueberry on the Bottom Nonfat Greek Yogurt,Strawberry on the Bottom Nonfat Greek Yogurt,Blueberry on the Bottom Nonfat Greek Yogurt,0.0005219230265209199,0.25054229934924077,165.01267624728848
Non Fat Black Cherry on the Bottom Greek Yogurt => Blueberry on the Bottom Nonfat Greek Yogurt,Non Fat Black Cherry on the Bottom Greek Yogurt,Blueberry on the Bottom Nonfat Greek Yogurt,0.00032083579985268663,0.2465277777777778,162.36862392526456
Blueberry on the Bottom Nonfat Greek Yogurt => Non Fat Black Cherry on the Bottom Greek Yogurt,Blueberry on the Bottom Nonfat Greek Yogurt,Non Fat Black Cherry on the Bottom Greek Yogurt,0.00032083579985268663,0.2113095238095238,162.36862392526456
"Beet Apple Carrot Lemon Ginger Organic Cold Pressed Juice Beverage => Juice Beverage, Cold Pressed, Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon",Beet Apple Carrot Lemon Ginger Organic Cold Pressed Juice Beverage,"Juice Beverage, Cold Pressed, Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon",0.00036150512659457654,0.3418803418803419,154.7179836750389
"Juice Beverage, Cold Pressed, Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon => Beet Apple Carrot Lemon Ginger Organic Cold Pressed Juice Beverage","Juice Beverage, Cold Pressed, Kale Apple Ginger Romaine Spinach Cucumber Celery Parsley Lemon",Beet Apple Carrot Lemon Ginger Organic Cold Pressed Juice Beverage,0.00036150512659457654,0.16359918200409,154.71798367503888
Organic Greek Lowfat Yogurt With Strawberries => Organic Nonfat Greek Yogurt With Peaches,Organic Greek Lowfat Yogurt With Strawberries,Organic Nonfat Greek Yogurt With Peaches,0.00037958038292430535,0.24034334763948498,151.9636051502146
Organic Nonfat Greek Yogurt With Peaches => Organic Greek Lowfat Yogurt With Strawberries,Organic Nonfat Greek Yogurt With Peaches,Organic Greek Lowfat Yogurt With Strawberries,0.00037958038292430535,0.24,151.9636051502146
Raspberry on the Bottom Nonfat Greek Yogurt => Strawberry on the Bottom Nonfat Greek Yogurt,Raspberry on the Bottom Nonfat Greek Yogurt,Strawberry on the Bottom Nonfat Greek Yogurt,0.000393136825171602,0.31636363636363635,151.86621179254584
Strawberry on the Bottom Nonfat Greek Yogurt => Raspberry on the Bottom Nonfat Greek Yogurt,Strawberry on the Bottom Nonfat Greek Yogurt,Raspberry on the Bottom Nonfat Greek Yogurt,0.000393136825171602,0.18872017353579176,151.86621179254584
Broccoli & Apple Stage 2 Baby Food => Baby Food Stage 2 Blueberry Pear & Purple Carrot,Broccoli & Apple Stage 2 Baby Food,Baby Food Stage 2 Blueberry Pear & Purple Carrot,0.00037732097588308924,0.28209459459459457,151.33742424242425
Baby Food Stage 2 Blueberry Pear & Purple Carrot => Broccoli & Apple Stage 2 Baby Food,Baby Food Stage 2 Blueberry Pear & Purple Carrot,Broccoli & Apple Stage 2 Baby Food,0.00037732097588308924,0.20242424242424242,151.33742424242425
Low-Fat Mango on the Bottom Greek Yogurt => Peach on the Bottom Nonfat Greek Yogurt,Low-Fat Mango on the Bottom Greek Yogurt,Peach on the Bottom Nonfat Greek Yogurt,0.00030727935760539005,0.3112128146453089,151.1975021790624
Peach on the Bottom Nonfat Greek Yogurt => Low-Fat Mango on the Bottom Greek Yogurt,Peach on the Bottom Nonfat Greek Yogurt,Low-Fat Mango on the Bottom Greek Yogurt,0.00030727935760539005,0.14928649835345773,151.1975021790624
Mixed Berries Whole Milk Icelandic Style Skyr Yogurt => Vanilla Skyr Style Yogurt,Mixed Berries Whole Milk Icelandic Style Skyr Yogurt,Vanilla Skyr Style Yogurt,0.0006100399011283479,0.3312883435582822,148.70814718948716
Vanilla Skyr Style Yogurt => Mixed Berries Whole Milk Icelandic Style Skyr Yogurt,Vanilla Skyr Style Yogurt,Mixed Berries Whole Milk Icelandic Style Skyr Yogurt,0.0006100399011283479,0.2738336713995943,148.70814718948716
Organic Greek Lowfat Yogurt With Blueberries => Organic Greek Nonfat Yogurt With Mixed Berries,Organic Greek Lowfat Yogurt With Blueberries,Organic Greek Nonfat Yogurt With Mixed Berries,0.0003298734280175511,0.2597864768683274,144.08513276072745
Organic Greek Nonfat Yogurt With Mixed Berries => Organic Greek Lowfat Yogurt With Blueberries,Organic Greek Nonfat Yogurt With Mixed Berries,Organic Greek Lowfat Yogurt With Blueberries,0.0003298734280175511,0.18295739348370926,144.08513276072745
Kiwi Sandia Sparkling Water => Blackberry Cucumber Sparkling Water,Kiwi Sandia Sparkling Water,Blackberry Cucumber Sparkling Water,0.0006371527856229411,0.3321554770318021,135.36834364771033
Blackberry Cucumber Sparkling Water => Kiwi Sandia Sparkling Water,Blackberry Cucumber Sparkling Water,Kiwi Sandia Sparkling Water,0.0006371527856229411,0.2596685082872928,135.36834364771033
Non Fat Black Cherry on the Bottom Greek Yogurt => Strawberry on the Bottom Nonfat Greek Yogurt,Non Fat Black Cherry on the Bottom Greek Yogurt,Strawberry on the Bottom Nonfat Greek Yogurt,0.0003569863125121443,0.2743055555555556,131.6767820559171
Strawberry on the Bottom Nonfat Greek Yogurt => Non Fat Black Cherry on the Bottom Greek Yogurt,Strawberry on the Bottom Nonfat Greek Yogurt,Non Fat Black Cherry on the Bottom Greek Yogurt,0.0003569863125121443,0.17136659436008678,131.6767820559171
Curate Melon Pomelo Sparking Water => Kiwi Sandia Sparkling Water,Curate Melon Pomelo Sparking Water,Kiwi Sandia Sparkling Water,0.0003569863125121443,0.25,130.32803297997646
Kiwi Sandia Sparkling Water => Curate Melon Pomelo Sparking Water,Kiwi Sandia Sparkling Water,Curate Melon Pomelo Sparking Water,0.0003569863125121443,0.18610129564193167,130.32803297997643
Fat Free Strawberry Yogurt => Total 0% Peach Yogurt,Fat Free Strawberry Yogurt,Total 0% Peach Yogurt,0.0003185763928114706,0.12959558823529413,126.61860878457345
Total 0% Peach Yogurt => Fat Free Strawberry Yogurt,Total 0% Peach Yogurt,Fat Free Strawberry Yogurt,0.0003185763928114706,0.31125827814569534,126.61860878457342
Organic Greek Lowfat Yogurt With Strawberries => Organic Greek Nonfat Yogurt With Mixed Berries,Organic Greek Lowfat Yogurt With Strawberries,Organic Greek Nonfat Yogurt With Mixed Berries,0.000350208091388496,0.2217453505007153,122.98641811969121
